instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,cnt,Weather Name
451,2012-03-26,2,1,3,0,1,1,1,5558,Clear
452,2012-03-27,2,1,3,0,2,1,1,5102,Clear
453,2012-03-28,2,1,3,0,3,1,1,5698,Clear
454,2012-03-29,2,1,3,0,4,1,1,6133,Clear
455,2012-03-30,2,1,3,0,5,1,2,5459,Cloudy
456,2012-03-31,2,1,3,0,6,0,2,6235,Cloudy
457,2012-04-01,2,1,4,0,0,0,2,6041,Cloudy
458,2012-04-02,2,1,4,0,1,1,1,5936,Clear
459,2012-04-03,2,1,4,0,2,1,1,6772,Clear
460,2012-04-04,2,1,4,0,3,1,1,6436,Clear
461,2012-04-05,2,1,4,0,4,1,1,6457,Clear
462,2012-04-06,2,1,4,0,5,1,1,6460,Clear
463,2012-04-07,2,1,4,0,6,0,1,6857,Clear
464,2012-04-08,2,1,4,0,0,0,1,5169,Clear
465,2012-04-09,2,1,4,0,1,1,1,5585,Clear
466,2012-04-10,2,1,4,0,2,1,1,5918,Clear
467,2012-04-11,2,1,4,0,3,1,1,4862,Clear
468,2012-04-12,2,1,4,0,4,1,1,5409,Clear
469,2012-04-13,2,1,4,0,5,1,1,6398,Clear
470,2012-04-14,2,1,4,0,6,0,1,7460,Clear
471,2012-04-15,2,1,4,0,0,0,1,7132,Clear
472,2012-04-16,2,1,4,1,1,0,1,6370,Clear
473,2012-04-17,2,1,4,0,2,1,1,6691,Clear
474,2012-04-18,2,1,4,0,3,1,2,4367,Cloudy
475,2012-04-19,2,1,4,0,4,1,1,6565,Clear
476,2012-04-20,2,1,4,0,5,1,1,7290,Clear
477,2012-04-21,2,1,4,0,6,0,1,6624,Clear
478,2012-04-22,2,1,4,0,0,0,3,1027,Light Snow/Rain
479,2012-04-23,2,1,4,0,1,1,2,3214,Cloudy
480,2012-04-24,2,1,4,0,2,1,1,5633,Clear
481,2012-04-25,2,1,4,0,3,1,1,6196,Clear
482,2012-04-26,2,1,4,0,4,1,2,5026,Cloudy
483,2012-04-27,2,1,4,0,5,1,1,6233,Clear
484,2012-04-28,2,1,4,0,6,0,2,4220,Cloudy
485,2012-04-29,2,1,4,0,0,0,1,6304,Clear
486,2012-04-30,2,1,4,0,1,1,2,5572,Cloudy
487,2012-05-01,2,1,5,0,2,1,2,5740,Cloudy
488,2012-05-02,2,1,5,0,3,1,1,6169,Clear
489,2012-05-03,2,1,5,0,4,1,2,6421,Cloudy
490,2012-05-04,2,1,5,0,5,1,1,6296,Clear
491,2012-05-05,2,1,5,0,6,0,2,6883,Cloudy
492,2012-05-06,2,1,5,0,0,0,2,6359,Cloudy
493,2012-05-07,2,1,5,0,1,1,2,6273,Cloudy
494,2012-05-08,2,1,5,0,2,1,2,5728,Cloudy
495,2012-05-09,2,1,5,0,3,1,2,4717,Cloudy
496,2012-05-10,2,1,5,0,4,1,1,6572,Clear
497,2012-05-11,2,1,5,0,5,1,1,7030,Clear
498,2012-05-12,2,1,5,0,6,0,1,7429,Clear
499,2012-05-13,2,1,5,0,0,0,1,6118,Clear
500,2012-05-14,2,1,5,0,1,1,2,2843,Cloudy
501,2012-05-15,2,1,5,0,2,1,2,5115,Cloudy
502,2012-05-16,2,1,5,0,3,1,1,7424,Clear
503,2012-05-17,2,1,5,0,4,1,1,7384,Clear
504,2012-05-18,2,1,5,0,5,1,1,7639,Clear
505,2012-05-19,2,1,5,0,6,0,1,8294,Clear
506,2012-05-20,2,1,5,0,0,0,1,7129,Clear
507,2012-05-21,2,1,5,0,1,1,2,4359,Cloudy
508,2012-05-22,2,1,5,0,2,1,2,6073,Cloudy
509,2012-05-23,2,1,5,0,3,1,2,5260,Cloudy
510,2012-05-24,2,1,5,0,4,1,1,6770,Clear
511,2012-05-25,2,1,5,0,5,1,1,6734,Clear
512,2012-05-26,2,1,5,0,6,0,1,6536,Clear
513,2012-05-27,2,1,5,0,0,0,1,6591,Clear
514,2012-05-28,2,1,5,1,1,0,1,6043,Clear
515,2012-05-29,2,1,5,0,2,1,1,5743,Clear
516,2012-05-30,2,1,5,0,3,1,2,6855,Cloudy
517,2012-05-31,2,1,5,0,4,1,1,7338,Clear
518,2012-06-01,2,1,6,0,5,1,2,4127,Cloudy
519,2012-06-02,2,1,6,0,6,0,1,8120,Clear
520,2012-06-03,2,1,6,0,0,0,1,7641,Clear
521,2012-06-04,2,1,6,0,1,1,1,6998,Clear
522,2012-06-05,2,1,6,0,2,1,2,7001,Cloudy
523,2012-06-06,2,1,6,0,3,1,1,7055,Clear
524,2012-06-07,2,1,6,0,4,1,1,7494,Clear
525,2012-06-08,2,1,6,0,5,1,1,7736,Clear
526,2012-06-09,2,1,6,0,6,0,1,7498,Clear
527,2012-06-10,2,1,6,0,0,0,1,6598,Clear
528,2012-06-11,2,1,6,0,1,1,2,6664,Cloudy
529,2012-06-12,2,1,6,0,2,1,2,4972,Cloudy
530,2012-06-13,2,1,6,0,3,1,1,7421,Clear
531,2012-06-14,2,1,6,0,4,1,1,7363,Clear
532,2012-06-15,2,1,6,0,5,1,1,7665,Clear
533,2012-06-16,2,1,6,0,6,0,1,7702,Clear
534,2012-06-17,2,1,6,0,0,0,1,6978,Clear
535,2012-06-18,2,1,6,0,1,1,2,5099,Cloudy
536,2012-06-19,2,1,6,0,2,1,1,6825,Clear
537,2012-06-20,2,1,6,0,3,1,1,6211,Clear
538,2012-06-21,3,1,6,0,4,1,1,5905,Clear
539,2012-06-22,3,1,6,0,5,1,1,5823,Clear
540,2012-06-23,3,1,6,0,6,0,1,7458,Clear
541,2012-06-24,3,1,6,0,0,0,1,6891,Clear
542,2012-06-25,3,1,6,0,1,1,1,6779,Clear
543,2012-06-26,3,1,6,0,2,1,1,7442,Clear
544,2012-06-27,3,1,6,0,3,1,1,7335,Clear
545,2012-06-28,3,1,6,0,4,1,1,6879,Clear
546,2012-06-29,3,1,6,0,5,1,1,5463,Clear
547,2012-06-30,3,1,6,0,6,0,1,5687,Clear
548,2012-07-01,3,1,7,0,0,0,1,5531,Clear
549,2012-07-02,3,1,7,0,1,1,1,6227,Clear
550,2012-07-03,3,1,7,0,2,1,1,6660,Clear
551,2012-07-04,3,1,7,1,3,0,1,7403,Clear
552,2012-07-05,3,1,7,0,4,1,1,6241,Clear
553,2012-07-06,3,1,7,0,5,1,1,6207,Clear
554,2012-07-07,3,1,7,0,6,0,1,4840,Clear
555,2012-07-08,3,1,7,0,0,0,1,4672,Clear
556,2012-07-09,3,1,7,0,1,1,2,6569,Cloudy
557,2012-07-10,3,1,7,0,2,1,2,6290,Cloudy
558,2012-07-11,3,1,7,0,3,1,1,7264,Clear
559,2012-07-12,3,1,7,0,4,1,1,7446,Clear
560,2012-07-13,3,1,7,0,5,1,2,7499,Cloudy
561,2012-07-14,3,1,7,0,6,0,2,6969,Cloudy
562,2012-07-15,3,1,7,0,0,0,1,6031,Clear
563,2012-07-16,3,1,7,0,1,1,1,6830,Clear
564,2012-07-17,3,1,7,0,2,1,1,6786,Clear
565,2012-07-18,3,1,7,0,3,1,1,5713,Clear
566,2012-07-19,3,1,7,0,4,1,1,6591,Clear
567,2012-07-20,3,1,7,0,5,1,2,5870,Cloudy
568,2012-07-21,3,1,7,0,6,0,3,4459,Light Snow/Rain
569,2012-07-22,3,1,7,0,0,0,2,7410,Cloudy
570,2012-07-23,3,1,7,0,1,1,1,6966,Clear
571,2012-07-24,3,1,7,0,2,1,1,7592,Clear
572,2012-07-25,3,1,7,0,3,1,1,8173,Clear
573,2012-07-26,3,1,7,0,4,1,1,6861,Clear
574,2012-07-27,3,1,7,0,5,1,1,6904,Clear
575,2012-07-28,3,1,7,0,6,0,1,6685,Clear
576,2012-07-29,3,1,7,0,0,0,1,6597,Clear
577,2012-07-30,3,1,7,0,1,1,1,7105,Clear
578,2012-07-31,3,1,7,0,2,1,1,7216,Clear
579,2012-08-01,3,1,8,0,3,1,1,7580,Clear
580,2012-08-02,3,1,8,0,4,1,1,7261,Clear
581,2012-08-03,3,1,8,0,5,1,2,7175,Cloudy
582,2012-08-04,3,1,8,0,6,0,1,6824,Clear
583,2012-08-05,3,1,8,0,0,0,1,5464,Clear
584,2012-08-06,3,1,8,0,1,1,2,7013,Cloudy
585,2012-08-07,3,1,8,0,2,1,2,7273,Cloudy
586,2012-08-08,3,1,8,0,3,1,2,7534,Cloudy
587,2012-08-09,3,1,8,0,4,1,1,7286,Clear
588,2012-08-10,3,1,8,0,5,1,2,5786,Cloudy
589,2012-08-11,3,1,8,0,6,0,2,6299,Cloudy
590,2012-08-12,3,1,8,0,0,0,1,6544,Clear
591,2012-08-13,3,1,8,0,1,1,1,6883,Clear
592,2012-08-14,3,1,8,0,2,1,1,6784,Clear
593,2012-08-15,3,1,8,0,3,1,1,7347,Clear
594,2012-08-16,3,1,8,0,4,1,1,7605,Clear
595,2012-08-17,3,1,8,0,5,1,1,7148,Clear
596,2012-08-18,3,1,8,0,6,0,1,7865,Clear
597,2012-08-19,3,1,8,0,0,0,2,4549,Cloudy
598,2012-08-20,3,1,8,0,1,1,2,6530,Cloudy
599,2012-08-21,3,1,8,0,2,1,1,7006,Clear
600,2012-08-22,3,1,8,0,3,1,1,7375,Clear
601,2012-08-23,3,1,8,0,4,1,1,7765,Clear
602,2012-08-24,3,1,8,0,5,1,2,7582,Cloudy
603,2012-08-25,3,1,8,0,6,0,2,6053,Cloudy
604,2012-08-26,3,1,8,0,0,0,2,5255,Cloudy
605,2012-08-27,3,1,8,0,1,1,1,6917,Clear
606,2012-08-28,3,1,8,0,2,1,1,7040,Clear
607,2012-08-29,3,1,8,0,3,1,1,7697,Clear
608,2012-08-30,3,1,8,0,4,1,1,7713,Clear
609,2012-08-31,3,1,8,0,5,1,1,7350,Clear
610,2012-09-01,3,1,9,0,6,0,2,6140,Cloudy
611,2012-09-02,3,1,9,0,0,0,2,5810,Cloudy
612,2012-09-03,3,1,9,1,1,0,1,6034,Clear
613,2012-09-04,3,1,9,0,2,1,1,6864,Clear
614,2012-09-05,3,1,9,0,3,1,1,7112,Clear
615,2012-09-06,3,1,9,0,4,1,2,6203,Cloudy
616,2012-09-07,3,1,9,0,5,1,1,7504,Clear
617,2012-09-08,3,1,9,0,6,0,2,5976,Cloudy
618,2012-09-09,3,1,9,0,0,0,1,8227,Clear
619,2012-09-10,3,1,9,0,1,1,1,7525,Clear
620,2012-09-11,3,1,9,0,2,1,1,7767,Clear
621,2012-09-12,3,1,9,0,3,1,1,7870,Clear
622,2012-09-13,3,1,9,0,4,1,1,7804,Clear
623,2012-09-14,3,1,9,0,5,1,1,8009,Clear
624,2012-09-15,3,1,9,0,6,0,1,8714,Clear
625,2012-09-16,3,1,9,0,0,0,1,7333,Clear
626,2012-09-17,3,1,9,0,1,1,2,6869,Cloudy
627,2012-09-18,3,1,9,0,2,1,2,4073,Cloudy
628,2012-09-19,3,1,9,0,3,1,1,7591,Clear
629,2012-09-20,3,1,9,0,4,1,1,7720,Clear
630,2012-09-21,3,1,9,0,5,1,1,8167,Clear
631,2012-09-22,3,1,9,0,6,0,1,8395,Clear
632,2012-09-23,4,1,9,0,0,0,1,7907,Clear
633,2012-09-24,4,1,9,0,1,1,1,7436,Clear
634,2012-09-25,4,1,9,0,2,1,1,7538,Clear
635,2012-09-26,4,1,9,0,3,1,1,7733,Clear
636,2012-09-27,4,1,9,0,4,1,2,7393,Cloudy
637,2012-09-28,4,1,9,0,5,1,2,7415,Cloudy
638,2012-09-29,4,1,9,0,6,0,1,8555,Clear
639,2012-09-30,4,1,9,0,0,0,1,6889,Clear
640,2012-10-01,4,1,10,0,1,1,2,6778,Cloudy
641,2012-10-02,4,1,10,0,2,1,3,4639,Light Snow/Rain
642,2012-10-03,4,1,10,0,3,1,2,7572,Cloudy
643,2012-10-04,4,1,10,0,4,1,2,7328,Cloudy
644,2012-10-05,4,1,10,0,5,1,1,8156,Clear
645,2012-10-06,4,1,10,0,6,0,1,7965,Clear
646,2012-10-07,4,1,10,0,0,0,2,3510,Cloudy
647,2012-10-08,4,1,10,1,1,0,2,5478,Cloudy
648,2012-10-09,4,1,10,0,2,1,2,6392,Cloudy
649,2012-10-10,4,1,10,0,3,1,1,7691,Clear
650,2012-10-11,4,1,10,0,4,1,1,7570,Clear
651,2012-10-12,4,1,10,0,5,1,1,7282,Clear
652,2012-10-13,4,1,10,0,6,0,1,7109,Clear
653,2012-10-14,4,1,10,0,0,0,1,6639,Clear
654,2012-10-15,4,1,10,0,1,1,2,5875,Cloudy
655,2012-10-16,4,1,10,0,2,1,1,7534,Clear
656,2012-10-17,4,1,10,0,3,1,1,7461,Clear
657,2012-10-18,4,1,10,0,4,1,2,7509,Cloudy
658,2012-10-19,4,1,10,0,5,1,2,5424,Cloudy
659,2012-10-20,4,1,10,0,6,0,1,8090,Clear
660,2012-10-21,4,1,10,0,0,0,1,6824,Clear
661,2012-10-22,4,1,10,0,1,1,1,7058,Clear
662,2012-10-23,4,1,10,0,2,1,1,7466,Clear
663,2012-10-24,4,1,10,0,3,1,1,7693,Clear
664,2012-10-25,4,1,10,0,4,1,2,7359,Cloudy
665,2012-10-26,4,1,10,0,5,1,2,7444,Cloudy
666,2012-10-27,4,1,10,0,6,0,2,7852,Cloudy
667,2012-10-28,4,1,10,0,0,0,2,4459,Cloudy
668,2012-10-29,4,1,10,0,1,1,3,22,Light Snow/Rain
669,2012-10-30,4,1,10,0,2,1,2,1096,Cloudy
670,2012-10-31,4,1,10,0,3,1,2,5566,Cloudy
671,2012-11-01,4,1,11,0,4,1,2,5986,Cloudy
672,2012-11-02,4,1,11,0,5,1,1,5847,Clear
673,2012-11-03,4,1,11,0,6,0,2,5138,Cloudy
674,2012-11-04,4,1,11,0,0,0,1,5107,Clear
675,2012-11-05,4,1,11,0,1,1,1,5259,Clear
676,2012-11-06,4,1,11,0,2,1,1,5686,Clear
677,2012-11-07,4,1,11,0,3,1,2,5035,Cloudy
678,2012-11-08,4,1,11,0,4,1,1,5315,Clear
679,2012-11-09,4,1,11,0,5,1,1,5992,Clear
680,2012-11-10,4,1,11,0,6,0,1,6536,Clear
681,2012-11-11,4,1,11,0,0,0,1,6852,Clear
682,2012-11-12,4,1,11,1,1,0,1,6269,Clear
683,2012-11-13,4,1,11,0,2,1,2,4094,Cloudy
684,2012-11-14,4,1,11,0,3,1,1,5495,Clear
685,2012-11-15,4,1,11,0,4,1,2,5445,Cloudy
686,2012-11-16,4,1,11,0,5,1,1,5698,Clear
687,2012-11-17,4,1,11,0,6,0,1,5629,Clear
688,2012-11-18,4,1,11,0,0,0,1,4669,Clear
689,2012-11-19,4,1,11,0,1,1,2,5499,Cloudy
690,2012-11-20,4,1,11,0,2,1,2,5634,Cloudy
691,2012-11-21,4,1,11,0,3,1,1,5146,Clear
692,2012-11-22,4,1,11,1,4,0,1,2425,Clear
693,2012-11-23,4,1,11,0,5,1,1,3910,Clear
694,2012-11-24,4,1,11,0,6,0,1,2277,Clear
695,2012-11-25,4,1,11,0,0,0,1,2424,Clear
696,2012-11-26,4,1,11,0,1,1,1,5087,Clear
697,2012-11-27,4,1,11,0,2,1,2,3959,Cloudy
698,2012-11-28,4,1,11,0,3,1,1,5260,Clear
699,2012-11-29,4,1,11,0,4,1,1,5323,Clear
700,2012-11-30,4,1,11,0,5,1,1,5668,Clear
701,2012-12-01,4,1,12,0,6,0,2,5191,Cloudy
702,2012-12-02,4,1,12,0,0,0,2,4649,Cloudy
703,2012-12-03,4,1,12,0,1,1,1,6234,Clear
704,2012-12-04,4,1,12,0,2,1,1,6606,Clear
705,2012-12-05,4,1,12,0,3,1,1,5729,Clear
706,2012-12-06,4,1,12,0,4,1,1,5375,Clear
707,2012-12-07,4,1,12,0,5,1,2,5008,Cloudy
708,2012-12-08,4,1,12,0,6,0,2,5582,Cloudy
709,2012-12-09,4,1,12,0,0,0,2,3228,Cloudy
710,2012-12-10,4,1,12,0,1,1,2,5170,Cloudy
711,2012-12-11,4,1,12,0,2,1,2,5501,Cloudy
712,2012-12-12,4,1,12,0,3,1,2,5319,Cloudy
713,2012-12-13,4,1,12,0,4,1,1,5532,Clear
714,2012-12-14,4,1,12,0,5,1,1,5611,Clear
715,2012-12-15,4,1,12,0,6,0,1,5047,Clear
716,2012-12-16,4,1,12,0,0,0,2,3786,Cloudy
717,2012-12-17,4,1,12,0,1,1,2,4585,Cloudy
718,2012-12-18,4,1,12,0,2,1,1,5557,Clear
719,2012-12-19,4,1,12,0,3,1,1,5267,Clear
720,2012-12-20,4,1,12,0,4,1,2,4128,Cloudy
721,2012-12-21,1,1,12,0,5,1,2,3623,Cloudy
722,2012-12-22,1,1,12,0,6,0,1,1749,Clear
723,2012-12-23,1,1,12,0,0,0,1,1787,Clear
724,2012-12-24,1,1,12,0,1,1,2,920,Cloudy
725,2012-12-25,1,1,12,1,2,0,2,1013,Cloudy
726,2012-12-26,1,1,12,0,3,1,3,441,Light Snow/Rain
727,2012-12-27,1,1,12,0,4,1,2,2114,Cloudy
728,2012-12-28,1,1,12,0,5,1,2,3095,Cloudy
729,2012-12-29,1,1,12,0,6,0,2,1341,Cloudy
730,2012-12-30,1,1,12,0,0,0,1,1796,Clear
731,2012-12-31,1,1,12,0,1,1,2,2729,Cloudy
